20 20
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	999
999	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	999
999	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	999
999	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	999
999	8	8	8	8	8	1	3	1	1	1	1	1	1	1	1	1	1	1	999
999	8	8	8	8	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	8	8	8	8	8	3	2	2	2	2	2	2	2	2	2	2	2	2	999
999	8	8	8	8	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	8	8	8	8	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	8	8	8	8	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	8	8	8	8	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	10	10	10	10	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	10	10	10	8	8	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	10	10	10	8	2	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	10	10	10	8	2	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	10	10	8	8	2	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	10	10	8	8	2	1	2	2	2	2	2	2	2	2	2	2	2	2	999
999	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
1 18
18 1
